,Description,Year,Variable,variable,value
613,Skill,2014,Negotiation,Alumni,"1,025"
614,Skill,2014,SQL,Alumni,"1,009"
615,Skill,2015,Microsoft Office,Alumni,"3,087"
616,Skill,2015,Microsoft Excel,Alumni,"2,943"
617,Skill,2015,Project Management,Alumni,"2,601"
618,Skill,2015,Teamwork,Alumni,"1,855"
619,Skill,2015,Management,Alumni,"1,786"
620,Skill,2015,Data Analysis,Alumni,"1,504"
621,Skill,2015,English,Alumni,"1,429"
622,Skill,2015,Microsoft PowerPoint,Alumni,"1,358"
623,Skill,2015,Analytical Skills,Alumni,"1,248"
624,Skill,2015,Customer Service,Alumni,"1,207"
625,Skill,2015,Microsoft Word,Alumni,"1,106"
626,Skill,2015,Business Analysis,Alumni,"1,067"
627,Skill,2015,SQL,Alumni,"1,052"
628,Skill,2015,Financial Analysis,Alumni,"1,000"
629,Skill,2015,Business Strategy,Alumni,984
630,Skill,2016,Microsoft Office,Alumni,"3,572"
631,Skill,2016,Microsoft Excel,Alumni,"3,431"
632,Skill,2016,Project Management,Alumni,"2,844"
633,Skill,2016,Teamwork,Alumni,"2,204"
634,Skill,2016,Management,Alumni,"1,933"
635,Skill,2016,Data Analysis,Alumni,"1,703"
636,Skill,2016,English,Alumni,"1,659"
637,Skill,2016,Microsoft PowerPoint,Alumni,"1,482"
638,Skill,2016,Customer Service,Alumni,"1,438"
639,Skill,2016,Analytical Skills,Alumni,"1,409"
640,Skill,2016,Microsoft Word,Alumni,"1,309"
641,Skill,2016,SQL,Alumni,"1,196"
642,Skill,2016,Negotiation,Alumni,"1,098"
643,Skill,2016,Business Analysis,Alumni,"1,096"
644,Skill,2016,Team Management,Alumni,"1,052"
645,Skill,2017,Microsoft Office,Alumni,"3,570"
646,Skill,2017,Microsoft Excel,Alumni,"3,202"
647,Skill,2017,Project Management,Alumni,"2,516"
648,Skill,2017,Teamwork,Alumni,"2,231"
649,Skill,2017,Management,Alumni,"1,823"
650,Skill,2017,English,Alumni,"1,647"
651,Skill,2017,Data Analysis,Alumni,"1,606"
652,Skill,2017,Customer Service,Alumni,"1,523"
653,Skill,2017,Microsoft PowerPoint,Alumni,"1,477"
654,Skill,2017,Analytical Skills,Alumni,"1,379"
655,Skill,2017,Microsoft Word,Alumni,"1,347"
656,Skill,2017,SQL,Alumni,"1,118"
657,Skill,2017,Negotiation,Alumni,"1,024"
658,Skill,2017,Marketing,Alumni,980
659,Skill,2017,Leadership,Alumni,961
660,Skill,2018,Microsoft Office,Alumni,"3,464"
661,Skill,2018,Microsoft Excel,Alumni,"3,187"
662,Skill,2018,Project Management,Alumni,"2,249"
663,Skill,2018,Teamwork,Alumni,"2,183"
664,Skill,2018,English,Alumni,"1,737"
665,Skill,2018,Data Analysis,Alumni,"1,693"
666,Skill,2018,Management,Alumni,"1,645"
667,Skill,2018,Customer Service,Alumni,"1,495"
668,Skill,2018,Microsoft PowerPoint,Alumni,"1,443"
669,Skill,2018,Analytical Skills,Alumni,"1,349"
670,Skill,2018,Microsoft Word,Alumni,"1,294"
671,Skill,2018,SQL,Alumni,"1,125"
672,Skill,2018,Negotiation,Alumni,986
673,Skill,2018,Marketing,Alumni,916
674,Skill,2018,Team Management,Alumni,906
675,Skill,2019,Microsoft Office,Alumni,"3,218"
676,Skill,2019,Microsoft Excel,Alumni,"2,864"
677,Skill,2019,Project Management,Alumni,"1,977"
678,Skill,2019,Teamwork,Alumni,"1,964"
679,Skill,2019,English,Alumni,"1,630"
680,Skill,2019,Data Analysis,Alumni,"1,403"
681,Skill,2019,Management,Alumni,"1,395"
682,Skill,2019,Customer Service,Alumni,"1,307"
683,Skill,2019,Microsoft PowerPoint,Alumni,"1,274"
684,Skill,2019,Analytical Skills,Alumni,"1,274"
685,Skill,2019,Microsoft Word,Alumni,"1,212"
686,Skill,2019,SQL,Alumni,954
687,Skill,2019,Leadership,Alumni,830
688,Skill,2019,Marketing,Alumni,813
689,Skill,2019,Communication,Alumni,792
690,Skill,2020,Microsoft Office,Alumni,"2,562"
691,Skill,2020,Microsoft Excel,Alumni,"2,299"
692,Skill,2020,Teamwork,Alumni,"1,769"
693,Skill,2020,English,Alumni,"1,435"
694,Skill,2020,Project Management,Alumni,"1,427"
695,Skill,2020,Data Analysis,Alumni,"1,166"
696,Skill,2020,Customer Service,Alumni,"1,134"
697,Skill,2020,Analytical Skills,Alumni,"1,092"
698,Skill,2020,Management,Alumni,"1,048"
699,Skill,2020,Microsoft PowerPoint,Alumni,"1,035"
700,Skill,2020,Microsoft Word,Alumni,998
701,Skill,2020,SQL,Alumni,764
702,Skill,2020,Communication,Alumni,729
703,Skill,2020,Social Media,Alumni,643
704,Skill,2020,Marketing,Alumni,625
705,Skill,2021,Microsoft Office,Alumni,"1,234"
706,Skill,2021,Microsoft Excel,Alumni,"1,078"
707,Skill,2021,Teamwork,Alumni,825
708,Skill,2021,English,Alumni,707
709,Skill,2021,Project Management,Alumni,633
710,Skill,2021,Analytical Skills,Alumni,565
711,Skill,2021,Data Analysis,Alumni,527
712,Skill,2021,Customer Service,Alumni,470
713,Skill,2021,Microsoft PowerPoint,Alumni,458
714,Skill,2021,Microsoft Word,Alumni,438
715,Skill,2021,Management,Alumni,416
716,Skill,2021,Communication,Alumni,364
717,Skill,2021,SQL,Alumni,362
718,Skill,2021,Leadership,Alumni,283
719,Skill,2021,Social Media,Alumni,267
